Model,Year,Status,Mileage,Price,MSRP
2020 Acura MDX 3.5L w/Technology Package,2020,Acura Certified,34.4490 mi.,$39.80_),$490 price drop
2017 Acura MDX 3.5L w/Technology Package,2017,Used,113.7810 mi.,$21.70_),$1.327 price drop
2019 Acura MDX Sport Hybrid 3.0L w/Advance Package,2019,Used,53.740 mi.,$36.90_),Not specified
2020 Acura RDX Base,2020,Used,61.9860 mi.,$27.85_),$312 price drop
2010 Acura RDX ,2010,Used,115.6920 mi.,$13_),Not specified
2021 Acura RDX Advance Package,2021,Used,24.9530 mi.,$39.57_),$1.500 price drop
2012 Acura TL Technology,2012,Used,99.3620 mi.,$13.47_),$526 price drop
2019 Acura RDX Technology Package,2019,Used,24.4930 mi.,$35.50_),$1.750 price drop
2021 Acura TLX Technology,2021,Acura Certified,5.9490 mi.,$35.99_),$551 price drop
2023 Acura MDX Technology,2023,New,Not available,$58.15_),MSRP $58.145
2020 Acura ILX Premium & A-SPEC Packages,2020,Acura Certified,20.5730 mi.,$28.49_),Not specified
2013 Acura MDX 3.7L,2013,Used,68.6360 mi.,$15.50_),$1.300 price drop
2011 Acura TL Technology,2011,Used,80.730 mi.,$16.48_),$244 price drop
2021 Acura RDX Technology Package,2021,Acura Certified,2.8290 mi.,$42.99_),$270 price drop
2023 Acura Integra w/A-Spec Package,2023,Used,3.5180 mi.,$34.40_),Not specified
2022 Acura RDX A-Spec,2022,Used,12.70 mi.,$42.52_),$880 price drop
2018 Acura RDX W/ADVANCE PKG,2018,Used,39.0750 mi.,$28.57_),Not specified
2022 Acura MDX A-Spec,2022,Used,29.7640 mi.,$51.76_),$1.688 price drop
2019 Acura TLX V6 Technology & A-Spec,2019,Used,49.9630 mi.,$34.99_),Not specified
2018 Acura TLX FWD,2018,Used,99.9630 mi.,$22_),Not specified
2020 Acura TLX V6 w/Technology Package,2020,Used,19.980 mi.,$32.60_),$100 price drop
2017 Acura RDX Technology Package,2017,Used,106.0090 mi.,$18.99_),Not specified
2017 Acura NSX Base,2017,Used,33.150 mi.,$123.48_),Not specified
2019 Acura ILX Base,2019,Used,30.2190 mi.,$21.68_),$1.453 price drop
2023 Acura TLX Type S w/Performance Tire,2023,New,Not available,$58.15_),MSRP $58.145
2023 Acura MDX A-Spec,2023,New,Not available,$61.15_),Not specified
2020 Acura ILX Premium & A-SPEC Packages,2020,Used,33.2670 mi.,$26_),Not specified
2019 Acura ILX Premium Package,2019,Used,24.1580 mi.,$21.63_),$849 price drop
2019 Acura TLX Technology,2019,Used,54.5090 mi.,$28.70_),$200 price drop
2020 Acura MDX 3.5L w/Technology Package,2020,Used,20.9340 mi.,$38.70_),$290 price drop
2013 Acura ILX 2.0L Technology,2013,Used,106.2550 mi.,$13_),$500 price drop
2018 Acura ILX ,2018,Used,46.4810 mi.,$20.99_),Not specified
2019 Acura ILX Technology Package,2019,Used,17.2190 mi.,$24.99_),Not specified
2011 Acura MDX 3.7L,2011,Used,157.0640 mi.,$11.50_),Not specified
2021 Acura ILX w/Premium/A-Spec Package,2021,Used,23.8030 mi.,$30.50_),Not specified
2017 Acura RDX Technology Package,2017,Used,94.5490 mi.,$20_),$1.500 price drop
2021 Acura RDX A-Spec,2021,Acura Certified,13.5650 mi.,$44.58_),Not specified
2019 Acura RDX Advance Package,2019,Used,28.8840 mi.,$36.50_),Not specified
2020 Acura RDX A-Spec,2020,Acura Certified,27.0490 mi.,$38.58_),$420 price drop
2008 Acura TL 3.2,2008,Used,124.4660 mi.,$10_),Not specified
2019 Acura RDX Technology Package,2019,Used,32.3750 mi.,$32.40_),$600 price drop
2017 Acura MDX 3.5L w/Advance & Entertainment Pkgs,2017,Used,49.6520 mi.,$34_),Not specified
2023 Acura Integra A-Spec Technology,2023,New,Not available,$36.90_),MSRP $35.800
2007 Acura RL ,2007,Used,171.8530 mi.,$7_),Not specified
2019 Acura ILX Premium Package,2019,Used,23.1010 mi.,$25_),$898 price drop
2019 Acura TLX V6 Technology & A-Spec,2019,Used,38.7460 mi.,$33.99_),Not specified
2021 Acura ILX Base,2021,Used,8.0120 mi.,$23.49_),Not specified
2011 Acura MDX 3.7L Technology,2011,Used,112.0920 mi.,$13.99_),$500 price drop
2011 Acura MDX 3.7L,2011,Used,164.3780 mi.,$10_),$1.800 price drop
2020 Acura MDX 3.5L,2020,Used,32.410 mi.,$33.18_),$1.741 price drop
2021 Acura ILX Premium & A-SPEC Packages,2021,Used,19.0310 mi.,$27.30_),$477 price drop
2021 Acura TLX A-Spec,2021,Acura Certified,42.7310 mi.,$38.99_),$500 price drop
2017 Acura MDX 3.5L,2017,Used,86.0250 mi.,$23.50_),Not specified
2020 Acura TLX Technology,2020,Acura Certified,18.9520 mi.,$27.49_),$500 price drop
2019 Acura TLX V6 w/Technology Package,2019,Used,99.3410 mi.,$22.60_),$400 price drop
2017 Acura MDX 3.5L w/Technology Package,2017,Used,47.6380 mi.,$32_),Not specified
2012 Acura TL 3.5 Advance,2012,Used,88.2920 mi.,$16.99_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$60.97_),Not specified
2019 Acura RDX A-Spec,2019,Used,16.2220 mi.,$40_),Not specified
2019 Acura ILX Base,2019,Used,19.8120 mi.,$21.80_),Not specified
2013 Acura MDX 3.7L Technology,2013,Used,123.7530 mi.,$13.99_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$55.95_),MSRP $54.250
2020 Acura MDX Sport Hybrid 3.0L w/Advance Package,2020,Acura Certified,35.890 mi.,$45.99_),Not specified
2019 Acura ILX Premium Package,2019,Used,62.7470 mi.,$23.70_),$101 price drop
2022 Acura MDX Advance,2022,Used,10.0470 mi.,$55.90_),Not specified
2017 Acura MDX 3.5L w/Technology Package,2017,Used,101.010 mi.,$22_),Not specified
2018 Acura TLX V6 w/Technology Package,2018,Used,48.2590 mi.,$29.79_),Not specified
2020 Acura TLX V6,2020,Used,8.9250 mi.,$29.79_),Not specified
2023 Acura MDX Type S w/Advance Package,2023,New,Not available,$74.89_),Not specified
2022 Acura TLX A-Spec,2022,New,Not available,$49.45_),MSRP $49.445
2019 Acura ILX Premium Package,2019,Used,34.5860 mi.,$22.10_),$1.895 price drop
2015 Acura ILX 2.0L,2015,Acura Certified,74.330 mi.,$15.66_),$928 price drop
2022 Acura TLX A-Spec,2022,New,Not available,$50.14_),Not specified
2023 Acura RDX A-Spec,2023,New,Not available,$48.99_),MSRP $48.995
2020 Acura MDX 3.5L,2020,Used,22.0350 mi.,$39.99_),Not specified
2018 Acura ILX Base (A8),2018,Used,41.380 mi.,$21.75_),Not specified
2023 Acura TLX Technology,2023,New,Not available,$45.65_),Not specified
2016 Acura TLX Tech,2016,Used,61.6510 mi.,$21_),Not specified
2020 Acura MDX Sport Hybrid 3.0L w/Technology Package,2020,Acura Certified,39.1530 mi.,$40.91_),Not specified
2023 Acura Integra A-Spec,2023,New,Not available,$33.30_),Not specified
2015 Acura TLX V6,2015,Used,88.8670 mi.,$16.99_),$1.000 price drop
2020 Acura MDX 3.5L,2020,Acura Certified,55.8680 mi.,$31.99_),Not specified
2021 Acura TLX A-Spec,2021,Used,19.9990 mi.,$39.50_),$408 price drop
2014 Acura MDX 3.5L Technology Package,2014,Used,191.3750 mi.,$13.33_),Not specified
2019 Acura RDX Advance Package,2019,Used,48.8910 mi.,$33.92_),Not specified
2018 Acura TLX V6 A-Spec,2018,Acura Certified,54.0570 mi.,$27.35_),$500 price drop
2023 Acura TLX A-Spec,2023,New,Not available,$49.70_),Not specified
2021 Acura TLX Type S,2021,Used,33.8990 mi.,$46.64_),$1.320 price drop
2018 Acura TLX V6,2018,Used,30.9920 mi.,$29.69_),$300 price drop
2020 Acura TLX FWD,2020,Acura Certified,25.6760 mi.,$27.89_),Not specified
2010 Acura TL Technology,2010,Used,176.0940 mi.,$8.99_),Not specified
2022 Acura ILX Premium and A-SPEC Packages,2022,Acura Certified,11.2620 mi.,$30_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,27.7150 mi.,$36.50_),$850 price drop
2018 Acura MDX Sport Hybrid 3.0L w/Technology Package,2018,Used,49.70 mi.,$35.99_),Not specified
2021 Acura TLX Type S,2021,Acura Certified,15.260 mi.,$53.99_),$666 price drop
2019 Acura MDX Sport Hybrid 3.0L w/Advance Package,2019,Used,23.990 mi.,$38_),$2.000 price drop
2015 Acura TLX Tech,2015,Used,85.8670 mi.,$18.48_),Not specified
2023 Acura TLX Technology,2023,New,Not available,$44.74_),Not specified
2009 Acura TL 3.5,2009,Used,62.5220 mi.,$11.49_),$800 price drop
2021 Acura RDX A-Spec,2021,Acura Certified,17.6730 mi.,$44.66_),Not specified
2021 Acura RDX Advance Package,2021,Used,9.8010 mi.,$45.99_),Not specified
2019 Acura RDX Base,2019,Acura Certified,36.2210 mi.,$31.99_),$781 price drop
2011 Acura RDX Base,2011,Used,120.6080 mi.,$9.98_),Not specified
2017 Acura NSX Base,2017,Used,2.560 mi.,$149_),Not specified
2020 Acura MDX Sport Hybrid 3.0L w/Technology Package,2020,Used,26.3970 mi.,$43_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$48.40_),MSRP $48.395
2005 Acura TL 3.2,2005,Used,218.1650 mi.,$4_),Not specified
2020 Acura TLX Technology,2020,Acura Certified,23.780 mi.,$27.50_),Not specified
2019 Acura TLX FWD,2019,Used,40.0420 mi.,$24.92_),$845 price drop
2023 Acura TLX Technology,2023,New,Not available,$45.65_),MSRP $45.645
2019 Acura MDX Sport Hybrid 3.0L w/Technology Package,2019,Used,61.8960 mi.,$32.50_),$500 price drop
2015 Acura MDX 3.5L Technology Package,2015,Used,59.1160 mi.,$22.99_),$807 price drop
2020 Acura TLX V6 w/Technology Package,2020,Used,18.8940 mi.,$33.50_),Not specified
2021 Acura ILX Premium & A-SPEC Packages,2021,Acura Certified,16.8470 mi.,$27.49_),$499 price drop
2019 Acura RDX Advance Package,2019,Used,39.3340 mi.,$35.50_),Not specified
2019 Acura RDX Base,2019,Acura Certified,66.2010 mi.,$28.13_),Not specified
2020 Acura RDX Advance Package,2020,Used,51.1180 mi.,$33.96_),Not specified
2021 Acura ILX Premium Package,2021,Acura Certified,9.9240 mi.,$27.99_),Not specified
2020 Acura ILX Premium & A-SPEC Packages,2020,Acura Certified,35.1670 mi.,$24.45_),Not specified
2011 Acura MDX 3.7L Technology,2011,Used,115.5150 mi.,$10.99_),Not specified
2020 Acura RDX Base,2020,Used,53.5890 mi.,$30_),Not specified
2023 Acura TLX Technology,2023,New,Not available,$44.74_),Not specified
2023 Acura TLX Type S PMC Edition,2023,New,Not available,$63.99_),Not specified
2023 Acura TLX A-Spec,2023,New,Not available,$49.70_),Not specified
2023 Acura TLX Type S,2023,New,Not available,$56.65_),Not specified
2005 Acura TSX ,2005,Used,188.0610 mi.,$6.50_),Not specified
2022 Acura MDX Type S,2022,Acura Certified,2.1930 mi.,$61.28_),Not specified
2023 Acura MDX A-Spec,2023,Acura Certified,2.6410 mi.,$57.99_),Not specified
2019 Acura RDX Base,2019,Acura Certified,46.8920 mi.,$33.38_),$1.602 price drop
2019 Acura ILX Base,2019,Acura Certified,16.6020 mi.,$22.17_),$139 price drop
2015 Acura MDX 3.5L,2015,Used,71.5970 mi.,$17.98_),Not specified
2023 Acura MDX Advance,2023,New,Not available,$65.19_),MSRP $65.195
2020 Acura TLX A-Spec,2020,Acura Certified,13.0990 mi.,$30.54_),$221 price drop
2018 Acura TLX Technology,2018,Used,21.1470 mi.,$26.92_),$900 price drop
2023 Acura RDX Advance Package,2023,New,Not available,$53.34_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$55.95_),MSRP $54.250
2023 Acura TLX Type S,2023,New,Not available,$57.55_),MSRP $57.545
2022 Acura MDX Type S w/Advance Package,2022,New,Not available,$74.06_),MSRP $74.065
2019 Acura ILX Base,2019,Used,35.9260 mi.,$22.99_),Not specified
2014 Acura TL Advance,2014,Used,38.3710 mi.,$24_),Not specified
2023 Acura MDX Technology,2023,New,Not available,$59.01_),Not specified
2018 Acura ILX ,2018,Used,98.2970 mi.,$15.90_),$1.027 price drop
2023 Acura Integra A-Spec Technology,2023,New,Not available,$38.09_),MSRP $38.095
2022 Acura TLX Technology,2022,Used,9.060 mi.,$36.71_),Not specified
2022 Acura MDX w/A-Spec Package,2022,Acura Certified,20.3950 mi.,$51.94_),$644 price drop
2023 Acura RDX Base,2023,New,Not available,$45.55_),MSRP $45.545
2023 Acura MDX A-Spec,2023,New,Not available,$61.65_),Not specified
2022 Acura TLX A-Spec,2022,New,Not available,$46.74_),MSRP $46.745
2023 Acura MDX Technology,2023,New,Not available,$58.15_),Not specified
2020 Acura MDX Sport Hybrid 3.0L w/Technology Package,2020,Acura Certified,37.5120 mi.,$41.55_),Not specified
2017 Acura TLX w/Technology Package,2017,Used,31.2190 mi.,$24.43_),$400 price drop
2020 Acura RDX A-Spec,2020,Used,48.2860 mi.,$36_),Not specified
2011 Acura RDX Base,2011,Used,118.1460 mi.,$12_),Not specified
2020 Acura RDX A-Spec,2020,Used,26.0150 mi.,$38.82_),Not specified
2022 Acura MDX Type S w/Advance Package,2022,Used,2.3290 mi.,$68.12_),$1.871 price drop
2021 Acura RDX A-Spec,2021,Used,17.3090 mi.,$39.99_),Not specified
2019 Acura MDX 3.5L w/Technology Package,2019,Used,43.8010 mi.,$34.99_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,45.5870 mi.,$36.50_),$500 price drop
2021 Acura RDX Base,2021,Used,23.7180 mi.,$35.50_),Not specified
2014 Acura ILX 2.0L Technology,2014,Used,57.3260 mi.,$15.85_),$1.148 price drop
2018 Acura MDX 3.5L,2018,Used,51.1210 mi.,$33_),Not specified
2023 Acura MDX A-Spec,2023,New,Not available,$61.74_),MSRP $61.745
2021 Acura TLX Type S,2021,Used,10.2960 mi.,$56.99_),Not specified
2022 Acura TLX Technology,2022,Acura Certified,5.5540 mi.,$39_),Not specified
2020 Acura MDX Sport Hybrid 3.0L w/Technology Package,2020,Acura Certified,27.1850 mi.,$40.91_),$192 price drop
2016 Acura MDX 3.5L w/Technology Package,2016,Used,128.2770 mi.,$18.69_),Not specified
2017 Acura ILX ,2017,Used,98.4530 mi.,$19_),Not specified
2020 Acura RDX A-Spec,2020,Acura Certified,36.9990 mi.,$39_),Not specified
2022 Acura TLX A-Spec,2022,New,Not available,$48.95_),Not specified
2021 Acura RDX Advance Package,2021,Used,28.8350 mi.,$42.80_),$195 price drop
2023 Acura MDX Type S,2023,New,Not available,$69.05_),Not specified
2021 Acura RDX Advance Package,2021,Acura Certified,26.3070 mi.,$41.48_),$339 price drop
2017 Acura ILX Premium Package,2017,Used,39.8010 mi.,$19.99_),$300 price drop
2018 Acura RDX ,2018,Used,33.9270 mi.,$26.99_),Not specified
2017 Acura RDX w/AcuraWatch Plus,2017,Used,72.380 mi.,$22.30_),Not specified
2018 Acura ILX ,2018,Used,22.2570 mi.,$23_),$1.000 price drop
2020 Acura RLX Sport Hybrid Advance Package,2020,Used,47.9980 mi.,$38.96_),Not specified
2017 Acura RDX AcuraWatch Plus Package,2017,Used,66.0040 mi.,$22_),$1.001 price drop
2019 Acura RDX Technology Package,2019,Used,42.4320 mi.,$33.99_),Not specified
2018 Acura RDX ,2018,Used,32.7150 mi.,$29_),Not specified
2021 Acura ILX Premium Package,2021,Acura Certified,21.3520 mi.,$28.99_),$566 price drop
2019 Acura TLX V6 Technology & A-Spec,2019,Used,55.990 mi.,$27.80_),$192 price drop
2019 Acura RDX Technology Package,2019,Used,32.9080 mi.,$31.99_),$698 price drop
2020 Acura ILX Base,2020,Used,31.8490 mi.,$23.89_),$600 price drop
2020 Acura TLX V6,2020,Used,58.5760 mi.,$27.52_),$1.428 price drop
2019 Acura ILX Premium & A-SPEC Packages,2019,Used,19.8350 mi.,$26.43_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Used,24.0280 mi.,$37.50_),Not specified
2022 Acura TLX A-Spec,2022,Acura Certified,9.4360 mi.,$41.41_),Not specified
2017 Acura MDX Sport Hybrid 3.0L w/Advance Package,2017,Used,23.4890 mi.,$34.99_),Not specified
2017 Acura MDX Sport Hybrid 3.0L w/Advance Package,2017,Used,77.6080 mi.,$29.25_),Not specified
2022 Acura MDX w/Technology Package,2022,Acura Certified,29.9680 mi.,$47.97_),$710 price drop
2019 Acura TLX V6,2019,Used,91.0440 mi.,$25.70_),$500 price drop
2020 Acura MDX 3.5L w/Technology Package,2020,Acura Certified,25.9510 mi.,$38.97_),Not specified
2019 Acura RDX Advance Package,2019,Used,33.580 mi.,$36.90_),Not specified
2020 Acura MDX 3.5L w/Technology Package,2020,Acura Certified,25.320 mi.,$40.13_),Not specified
2022 Acura ILX ,2022,Used,4.4180 mi.,$28.80_),Not specified
2020 Acura ILX Premium Package,2020,Acura Certified,37.670 mi.,$24.29_),Not specified
2023 Acura Integra w/A-Spec Tech Package,2023,New,Not available,$37.40_),MSRP $37.395
2021 Acura RDX A-Spec,2021,Used,13.8330 mi.,$44.03_),Not specified
2019 Acura TLX V6 w/Technology Package,2019,Used,69.9320 mi.,$21.50_),$500 price drop
2023 Acura Integra A-Spec,2023,Acura Certified,2.9860 mi.,$33_),Not specified
2013 Acura TL 3.5,2013,Used,156.8620 mi.,$8.99_),Not specified
2020 Acura TLX Technology,2020,Acura Certified,11.6790 mi.,$30.75_),Not specified
2022 Acura ILX Premium & A-SPEC Packages,2022,Used,9.480 mi.,$32.84_),Not specified
2023 Acura TLX Technology,2023,New,Not available,$45.24_),Not specified
2023 Acura Integra w/A-Spec Tech Package,2023,Acura Certified,856.0 mi.,$35.91_),Not specified
2020 Acura TLX V6 w/Technology Package,2020,Acura Certified,20.8930 mi.,$33.39_),$1.166 price drop
2019 Acura TLX Technology,2019,Used,35.1650 mi.,$26.88_),Not specified
2017 Acura NSX ,2017,Used,31.7150 mi.,$126.99_),Not specified
2021 Acura TLX Advance,2021,Acura Certified,11.8460 mi.,$40.99_),$866 price drop
2023 Acura Integra w/A-Spec Package,2023,New,Not available,$34.40_),MSRP $34.395
2019 Acura RDX Base,2019,Used,24.9230 mi.,$32.60_),Not specified
2014 Acura ILX 2.0L Technology,2014,Used,88.4490 mi.,$16.80_),Not specified
2013 Acura RDX Technology,2013,Used,101.2930 mi.,$13.99_),Not specified
2022 Acura MDX A-Spec,2022,Used,6.9080 mi.,$55.70_),$4.250 price drop
2022 Acura RDX A-Spec Advance Package,2022,Acura Certified,3.5680 mi.,$49.54_),$2.437 price drop
2022 Acura TLX Technology,2022,New,Not available,$44.05_),MSRP $44.045
2017 Acura NSX Coupe,2017,Used,10.3090 mi.,$136_),$4.004 price drop
2023 Acura TLX Technology,2023,New,Not available,$45.24_),Not specified
2022 Acura MDX Technology,2022,Used,13.9660 mi.,$51.89_),Not specified
2009 Acura TSX Base (M6),2009,Used,194.2350 mi.,$8_),$600 price drop
2019 Acura MDX 3.5L Technology & A-Spec Pkgs,2019,Used,36.1720 mi.,$39.99_),Not specified
2021 Acura ILX Premium & A-SPEC Packages,2021,Used,1.50 mi.,$28_),Not specified
2021 Acura ILX Premium & A-SPEC Packages,2021,Used,5.4230 mi.,$27.90_),Not specified
2018 Acura ILX Premium Package,2018,Used,24.9060 mi.,$22.40_),$1.200 price drop
2015 Acura TLX V6 Tech,2015,Used,67.8520 mi.,$21.50_),Not specified
2015 Acura TLX Tech,2015,Used,81.7760 mi.,$19.98_),$2.000 price drop
2021 Acura ILX Premium & A-SPEC Packages,2021,Used,18.290 mi.,$28_),$407 price drop
2023 Acura Integra A-Spec Technology,2023,New,Not available,$38.09_),MSRP $37.395
2022 Acura TLX A-Spec,2022,Acura Certified,2.9790 mi.,$43_),Not specified
2015 Acura TLX Tech,2015,Used,71.2830 mi.,$16.75_),$1.070 price drop
2020 Acura MDX 3.5L w/Technology Package,2020,Acura Certified,44.4450 mi.,$30.78_),$2.746 price drop
2020 Acura MDX 3.5L w/Technology Package,2020,Used,21.2240 mi.,$39.97_),$434 price drop
2023 Acura Integra w/A-Spec Package,2023,New,Not available,$34.40_),MSRP $34.395
2022 Acura ILX Premium & A-SPEC Packages,2022,Used,10.3220 mi.,$30.50_),Not specified
2018 Acura TLX V6 A-Spec,2018,Used,41.9260 mi.,$30.50_),Not specified
2013 Acura ILX 2.0L Technology,2013,Used,81.4180 mi.,$13.99_),Not specified
2016 Acura ILX 2.4L,2016,Used,65.9420 mi.,$16.30_),$431 price drop
2023 Acura MDX Type S w/Advance Package,2023,New,Not available,$75_),MSRP $74.995
2014 Acura RDX Base,2014,Used,42.9740 mi.,$20.10_),$440 price drop
2020 Acura TLX V6 w/Technology Package,2020,Used,26.6090 mi.,$30_),$1.000 price drop
2019 Acura ILX Premium & A-SPEC Packages,2019,Used,41.620 mi.,$26_),Not specified
2023 Acura Integra A-Spec Technology,2023,Acura Certified,20.2980 mi.,$33_),$500 price drop
2023 Acura Integra Base,2023,New,Not available,$32.40_),Not specified
2017 Acura ILX ,2017,Used,97.3960 mi.,$15.99_),Not specified
2018 Acura RLX Technology Package,2018,Used,83.6580 mi.,$24.89_),$1.110 price drop
2023 Acura MDX A-Spec,2023,Acura Certified,2.550 mi.,$59.70_),$230 price drop
2020 Acura TLX V6 w/Technology Package,2020,Used,65.9450 mi.,$27_),$1.500 price drop
2022 Acura TLX Technology,2022,Acura Certified,9.6690 mi.,$41.67_),Not specified
2018 Acura ILX Technology Plus Package,2018,Used,48.0660 mi.,$23.40_),$500 price drop
2021 Acura ILX Premium Package,2021,Acura Certified,10.2880 mi.,$28_),$495 price drop
2008 Acura TL Type S w/Navigation,2008,Used,89.030 mi.,$13.99_),$901 price drop
2014 Acura TL Technology,2014,Used,62.020 mi.,$16_),$2.976 price drop
2022 Acura MDX Technology,2022,Used,18.8160 mi.,$49.48_),$520 price drop
2021 Acura ILX Premium Package,2021,Used,9.1020 mi.,$25_),$500 price drop
2020 Acura MDX Sport Hybrid 3.0L w/Advance Package,2020,Used,28.4290 mi.,$45.98_),Not specified
2020 Acura TLX A-Spec,2020,Acura Certified,2.5470 mi.,$38.25_),Not specified
2020 Acura TLX A-Spec,2020,Used,20.0390 mi.,$36.50_),Not specified
2013 Acura ILX 2.4L Premium,2013,Used,95.3560 mi.,$16_),Not specified
